1.0, 1.0, 420.02510567560205, 420.02510567560205, 432.845344458459
2.0, 3.0, 420.4743170278087, 428.66025403784437, 445.13915677477536
3.0, 1.0, 426.1591967017272, 428.66025403784437, 460.1451194921454
4.0, 2.0, 420.9186986819588, 428.66025403784437, 462.4663730927055
5.0, 1.0, 424.40300757482106, 428.66025403784437, 470.55756611547145
6.0, 1.0, 465.09958123514014, 465.09958123514014, 479.39855855255934
7.0, 2.0, 464.51260893316555, 464.51260893316555, 483.7398675105422
8.0, 3.0, 473.910944466279, 473.910944466279, 484.66510241176854
9.0, 3.0, 488.75203267285417, 488.75203267285417, 512.1682622513786
10.0, 2.0, 495.11802072635345, 495.11802072635345, 514.0504690019509
11.0, 2.0, 482.64911041219153, 482.64911041219153, 515.2125585346231
12.0, 1.0, 513.6110288233614, 513.6110288233614, 535.3749871162223
13.0, 1.0, 522.9035710227311, 523.8728125724675, 541.4810304473668
14.0, 2.0, 525.30926612799, 525.8805960208731, 555.5612182818995
15.0, 2.0, 532.2632274852097, 541.4810304473668, 570.3023706769756
16.0, 3.0, 534.6078066362059, 535.3749871162223, 572.0675912500486
17.0, 3.0, 544.2308257171968, 555.5612182818995, 582.1234169765487
18.0, 3.0, 556.594094108527, 572.0675912500486, 594.1744160685626
19.0, 3.0, 549.9888819834027, 570.3023706769756, 601.7433281340385
20.0, 3.0, 577.6119817142032, 582.1234169765487, 610.5619803144208
21.0, 2.0, 545.7182303337479, 594.1744160685626, 617.3545233832114
22.0, 1.0, 605.9462948800232, 617.3545233832114, 629.1104023883686
23.0, 1.0, 596.7592551640872, 601.7433281340385, 631.2453838468391
24.0, 1.0, 604.6552956279874, 610.5619803144208, 639.421954439791
25.0, 1.0, 608.8194585142004, 631.2453838468391, 651.9629163015586
26.0, 1.0, 608.4482785684779, 629.1104023883686, 657.6983757913955
27.0, 1.0, 623.5606172358904, 651.9629163015586, 671.8800105119823
28.0, 1.0, 618.2849804210676, 639.421954439791, 679.821975890258
29.0, 1.0, 635.6686109315018, 657.6983757913955, 682.1996476976461
30.0, 1.0, 647.710694194983, 671.8800105119823, 693.082563495501
31.0, 3.0, 638.0368459776721, 682.1996476976461, 699.214091307991
32.0, 1.0, 669.7223059108394, 679.821975890258, 706.2154619228377
33.0, 1.0, 701.1809117114609, 706.2154619228377, 721.357886871058
34.0, 1.0, 689.3672872993877, 693.082563495501, 727.1437469725053
35.0, 3.0, 657.2990551591546, 699.214091307991, 734.3506453247762
36.0, 1.0, 703.8160811074846, 721.357886871058, 755.1691922917109
37.0, 1.0, 714.9348128487562, 734.3506453247762, 759.6826295438053
38.0, 1.0, 710.3070417028063, 727.1437469725053, 765.0774710324874
39.0, 1.0, 731.225836260434, 765.0774710324874, 790.6017540692918
40.0, 1.0, 716.1456623738198, 755.1691922917109, 791.7834360701985
41.0, 1.0, 719.5996246523878, 759.6826295438053, 794.4924607233295
42.0, 1.0, 756.6461815082679, 790.6017540692918, 808.8561764138519
43.0, 1.0, 767.7725006414402, 794.4924607233295, 819.2592311286146
44.0, 1.0, 763.7364008407328, 791.7834360701985, 822.9115241113867
45.0, 1.0, 772.5643284456625, 808.8561764138519, 838.3614611888592
46.0, 1.0, 786.4916069556728, 822.9115241113867, 846.6772489033115
47.0, 1.0, 772.6371170616923, 819.2592311286146, 852.0294518929034
48.0, 1.0, 799.0055654157413, 838.3614611888592, 864.2587356486086
49.0, 1.0, 804.266808402945, 846.6772489033115, 867.6954617778149
50.0, 1.0, 804.8856092899551, 852.0294518929034, 875.9919196246569
51.0, 1.0, 812.5632406501632, 867.6954617778149, 884.4855744179648
52.0, 1.0, 812.3615663738005, 864.2587356486086, 891.2066276460847
53.0, 3.0, 710.044352770394, 875.9919196246569, 900.0
54.0, 3.0, 725.8016210412324, 891.2066276460847, 900.0
55.0, 3.0, 723.0823111349354, 884.4855744179648, 900.0
56.0, 2.0, 710.4990115351758, 900.0, 912.8407021498415
57.0, 2.0, 796.0515789373339, 900.0, 913.4928176624232
58.0, 2.0, 773.609612659932, 900.0, 914.2374059440298
59.0, 2.0, 711.4501770136395, 900.0, 916.146541362925
60.0, 2.0, 728.1364043546921, 900.0, 917.5917559351121
61.0, 3.0, 822.1415211405516, 900.0, 919.1658695528084
62.0, 2.0, 672.2943818350698, 900.0, 920.1277058830277
63.0, 3.0, 728.447374112502, 900.0, 920.865561212378
64.0, 3.0, 857.7770239174386, 900.0, 921.8780125431091
65.0, 1.0, 906.6514856201778, 909.4112936979585, 923.1746382509775
66.0, 3.0, 874.5326432850391, 900.0, 923.8029198715782
67.0, 2.0, 546.5803835691755, 900.0, 924.5220628374431
68.0, 3.0, 775.3146291651458, 900.0, 924.7685189347293
69.0, 3.0, 899.134130574971, 900.0, 924.9100345303395
70.0, 2.0, 629.9753679245159, 900.0, 925.3438526216715
71.0, 3.0, 766.9773031467804, 900.0, 925.6746275784614
72.0, 3.0, 882.0946933143924, 900.0, 926.1467152887864
73.0, 1.0, 909.2858189429244, 910.4779849652607, 926.2490404959307
74.0, 1.0, 892.4664260137758, 900.0, 927.1917231332138
75.0, 2.0, 864.8862794330489, 901.3211782246786, 927.4514581333898
76.0, 3.0, 821.8618257698199, 900.0, 927.9525127058806
77.0, 3.0, 865.1210301557967, 900.0, 928.438000506206
78.0, 3.0, 882.2657806010238, 900.0, 929.05963169937
79.0, 2.0, 873.1830930716899, 912.8407021498415, 929.7104959235996
80.0, 2.0, 549.1748580957957, 900.0, 930.2290427126335
81.0, 2.0, 619.1917501363497, 900.0, 930.8483989220967
82.0, 2.0, 747.4482313898884, 900.0, 931.1164467244977
83.0, 3.0, 760.9069086941219, 900.0, 931.778113493802
84.0, 2.0, 676.7982696325015, 900.0, 932.3849704446646
85.0, 1.0, 915.4535562290764, 916.146541362925, 932.9700836568342
86.0, 3.0, 756.1713369310589, 900.0, 934.4344572424434
87.0, 2.0, 727.1939908784996, 900.0, 935.7561468886646
88.0, 2.0, 584.7169187818971, 900.0, 936.0797009211701
